ACCTAGE,DDA,DDABAL,DEP,DEPAMT,CASHBK,CHECKS,DIRDEP,NSF,NSFAMT,PHONE,TELLER,SAV,SAVBAL,ATM,ATMAMT,POS,POSAMT,CD,CDBAL,IRA,IRABAL,LOC,LOCBAL,INV,INVBAL,ILS,ILSBAL,MM,MMBAL,MMCRED,MTG,MTGBAL,CC,CCBAL,CCPURC,SDB,INCOME,HMOWN,LORES,HMVAL,AGE,CRSCORE,MOVED,INAREA,INS,BRANCH,RES
14.8,1,1572.65,2,1105.05,0,2,1,0,0,,2,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,1,45010.56,,,,0,35,1,9,97,59,731,0,1,,B15,U
1.7,1,0.85,2,375.93,0,2,0,1,6.17,1,1,0,0,1,406.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,673,0,1,,B2,S
,0,0,0,0,0,0,0,0,0,0,0,1,46.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4405.39,0,0,6,0,7.5,95,55,614,0,0,,B2,S
2.3,1,322.98,1,325.71,0,0,0,0,0,0,0,0,0,1,160.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,3.5,130,41,644,0,1,,B4,S
,1,3034.88,3,4874.39,0,20,1,1,6.07,5,3,0,0,1,530.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,625,0,1,,B2,S
13.4,1,8215,3,9820.58,0,2,1,0,0,0,2,0,0,0,0,0,0,1,21500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-6.3,0,0,59,1,9,132,46,696,0,1,,B2,U
2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,291.71,0,0,9,1,16,88,51,680,0,1,,B4,R
0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5293.42,3,370.13,0,0,0,0,0,0,0,0,0,0,1,15073.85406,0,0,0,0,0,0,1,,,,,,680,0,1,,B2,S
12.3,1,5046.2,2,3422.11,0,7,1,0,0,0,0,1,24907.94,1,2192.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,1,5.5,140,50,614,0,1,,B5,S
0.8,1,637.83,2,894.11,0,2,0,0,0,0,0,1,7342.46,1,731.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,12,84,59,697,0,1,,B2,S
3.4,1,6.03,2,219.48,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,6.5,90,59,725,0,1,,B3,S
3.7,1,3076.2,1,866.42,0,1,0,0,0,1,1,0,0,1,257.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,9,102,45,622,0,1,,B1,R
7.1,1,1516.24,2,3121.47,0,8,0,0,0,0,0,1,596.97,1,3589.73,1,95.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,10,118,46,662,0,1,,B8,U
2.3,0,0,0,0,0,0,0,0,0,,0,1,3416.01,1,4013.18,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,1,44,1,8,112,64,714,0,1,,B14,U
0.4,0,0,0,0,0,0,0,0,0,,0,1,750.71,1,157.02,,,1,20200,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,,,,,,661,0,1,,B14,U
4.6,1,2282.99,2,1182.78,0,3,0,0,0,0,3,1,445.56,0,0,0,0,1,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92.73,0,0,5,1,8,88,46,678,0,1,,B13,S
5.7,0,0,0,0,0,0,0,0,0,0,0,1,7063.99,1,228.83,6,324.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,593.24,0,0,29,1,10,103,66,755,0,1,,B4,U
5.1,1,751.64,2,1299.21,0,0,1,0,0,2,1,1,225.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,583.82,0,0,,,,,,665,0,1,,B2,S
22.9,1,7956.69,1,350.57,0,0,0,0,0,0,0,1,14679.13,0,0,0,0,1,14900,1,7105.81,0,0,0,0,0,0,1,18287.40249,1,0,0,0,0,0,0,50,1,12,132,52,695,0,1,,B4,R
8.6,1,3622.65,2,4466.71,0,7,1,1,14.3,0,0,1,10834.75,1,821.89,1,179.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,8,125,72,694,0,1,,B1,S
2.1,1,1.03,1,944.12,0,1,1,0,0,1,4,0,0,1,417.34,0,0,1,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,1,7.5,162,62,722,0,1,,B4,S
1.4,1,1616.72,4,3047.52,0,2,1,0,0,2,0,0,0,1,1638.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,11.5,97,78,750,0,1,,B3,U
3.3,1,1807.3,3,2179.84,0,5,1,0,0,0,1,0,0,1,268.07,8,351.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,292.42,1,0,24,1,10.5,88,48,613,0,1,,B4,S
3.2,1,1515.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,0,2.5,123,48,689,0,1,,B5,R
1.9,1,1266.46,4,2382,0,9,1,0,0,2,0,1,566.02,1,1916.98,4,151.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1865.3,0,0,41,1,5.5,108,46,669,0,1,,B13,U
2.8,1,1749.54,1,1453.77,0,3,0,0,0,0,2,1,256.5,0,0,0,0,0,0,0,0,0,0,0,0,1,12103.93465,0,0,0,0,0,1,39668.31,1,0,20,1,10.5,94,61,750,0,1,,B16,R
2.3,1,227.84,2,844.18,0,4,0,0,0,0,0,0,0,1,1013.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,7,92,49,614,0,1,,B1,S
13,1,2860.69,2,3245.53,0,0,0,0,0,0,0,0,0,1,4307.33,1,40.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3.5,102,46,648,0,1,,B16,R
4.5,1,140.73,2,323.4,0,2,0,1,2.51,0,0,0,0,1,480.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,10.5,112,71,684,0,1,,B3,U
3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6.5,104,20,619,0,1,,B16,U
4.8,1,4596.89,2,3435.77,0,3,0,0,0,0,1,1,27852.35,1,2772.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,641,0,1,,B7,U
1.4,1,124.2,2,1172.05,0,1,0,1,14.13,0,0,0,0,1,1372.99,3,126.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,8,109,45,692,0,1,,B4,U
0.3,1,327.34,2,99763.56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,49700,0,0,0,0,0,0,0,0,1,15090.87642,0,1,547177.21,1,477778.58,1,1,55,1,6,111,41,618,0,1,,B2,S
7.8,1,1985.73,3,1386.17,0,6,1,0,0,0,1,1,2594.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,10,107,54,618,0,1,,B3,U
8.5,1,124.18,2,365.46,0,5,0,0,0,1,6,1,32.48,1,121.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,10,86,50,656,0,1,,B5,U
2.9,0,0,0,0,0,0,0,0,0,0,0,1,10781.55,1,0,5,177.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61.23,0,0,11,0,3.5,103,48,656,0,1,,B4,S
23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28000,0,0,0,0,0,0,0,0,1,14861.42683,0,0,0,1,0,0,0,43,1,7.5,109,31,667,0,1,,B5,S
2.5,1,1543.94,1,642.89,0,2,1,0,0,0,0,1,16749.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,9.5,98,27,617,0,1,,B2,S
1.9,1,13284.9,0,0,0,1,0,0,0,0,0,1,1018.9,0,0,2,152.84,1,16900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,4,128,45,639,0,1,,B1,S
3.5,1,2230.06,4,2320.89,0,10,1,0,0,3,1,0,0,1,1625.1,2,123.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,5,100,36,641,0,1,,B4,U
1.3,1,10220.99,1,7747.8,0,11,0,0,0,0,5,1,3683.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.77,0,0,10,1,10.5,119,70,702,0,1,,B10,U
12.7,1,1078.82,5,3285.68,0,0,0,0,0,2,3,0,0,1,850.9,0,0,0,0,0,0,1,0,0,0,0,0,1,15868.88755,1,0,0,1,15.62,0,0,90,0,4.5,153,31,629,0,1,,B3,R
12.6,0,0,0,0,0,0,0,0,0,0,0,1,13094.43,1,512.34,0,0,0,0,1,1788.48,1,12634.68,1,13905.2,0,0,0,0,0,0,0,1,13014.82,0,1,,,,,,745,0,1,,B5,R
23.8,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,1,113504.31,0,0,,,0,0,1,14792.26563,1,0,0,,,,0,31,1,9.5,106,63,697,0,1,,B18,U
4.8,1,44.06,5,7162.6,0,20,0,1,11.4,2,13,1,16.52,1,68.94,0,0,0,0,0,0,1,116996.5,0,0,0,0,0,0,0,0,0,1,126490.97,0,1,,,,,,656,0,1,,B9,U
6,0,0,0,0,0,0,0,0,0,0,0,1,1801.26,1,6553.78,0,0,0,0,0,0,0,0,1,111592.26,0,0,1,14682.06071,0,0,0,0,0,0,0,98,1,9,135,21,563,0,1,,B3,U
7,1,430.18,3,1281.54,0,6,1,0,0,1,0,0,0,1,544.44,2,163.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,9,114,44,623,0,1,,B4,U
1.3,0,0,0,0,0,0,0,0,0,0,0,1,2934.03,1,179.53,1,45.78,0,0,0,0,0,0,0,0,1,10063.88005,0,0,0,0,0,1,8892.07,0,0,65,1,9.5,118,62,693,0,1,,B3,S
22.3,1,3516.56,2,2981.96,0,8,0,0,0,,2,0,0,1,11.6,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,32,1,16,101,64,678,0,1,,B18,R
2.1,1,2346.53,6,4749.13,0,18,1,0,0,0,1,1,18.3,1,2628.94,6,178.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1117.25,1,0,24,1,11,95,44,593,0,1,,B12,S
0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,230537.89,0,0,0,0,0,0,0,1,0,0,0,125,1,8,136,56,690,0,1,,B5,S
24.3,0,0,0,0,0,0,0,0,0,0,0,1,8375.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,1,7.5,125,45,632,0,0,,B9,S
,1,3905.2,1,1997.79,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17668.48912,1,0,0,0,0,0,1,53,0,6.5,129,60,630,0,1,,B8,S
0.3,1,1932.52,2,2082.05,0,7,1,0,0,2,2,1,4240.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,4.5,133,39,641,0,1,,B6,R
1.2,1,3796.98,2,1842.76,0,5,0,0,0,0,2,0,0,1,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,654,0,1,,B2,U
1.9,1,1923.84,3,2965.9,0,3,0,0,0,,0,1,1613.66,1,6615.91,,,0,0,0,0,0,0,,,1,10020.80107,0,0,0,0,0,,,,0,30,0,4.5,110,58,717,0,1,,B18,R
,1,584.95,3,1975.93,0,11,1,0,0,,0,0,0,1,223.63,,,0,0,1,0,0,0,,,0,0,1,15393.70852,1,0,0,,,,0,48,0,3,119,38,619,0,1,,B15,U
11.3,1,2866.54,3,6061.03,0,17,1,0,0,,0,0,0,1,5298.38,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,1,62,0,7,133,62,648,0,1,,B15,S
4.2,0,0,0,0,0,0,0,0,0,0,0,1,2528.69,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,51,1,11.5,109,49,698,0,1,,B5,S
14.6,1,2527.66,3,1953.79,0,12,1,0,0,0,3,0,0,0,0,0,0,1,8600,0,0,0,0,0,0,0,0,1,16670.38551,0,0,0,0,0,0,0,,,,,,716,0,1,,B2,S
3.3,1,17.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,6.5,90,60,713,0,0,,B4,U
1.3,1,707.34,1,450,0,0,0,0,0,0,1,1,631.42,1,0,0,0,1,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3.5,120,33,638,0,1,,B13,R
5.1,1,1526.41,3,4199.72,0,5,0,0,0,1,1,1,6336.67,1,7584.41,5,132.89,1,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,120,49,704,0,1,,B7,R
29.3,1,431.29,1,782.07,0,6,1,0,0,0,0,1,4150.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,1,7.5,110,61,731,0,1,,B2,U
0.9,1,841.09,2,756.61,0,1,0,0,0,0,0,1,3841.76,1,999.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,10.5,120,23,621,0,1,,B5,S
3.9,1,95.76,0,0,0,0,0,0,0,0,0,1,10400.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,692,0,1,,B1,R
4.2,1,375.8,4,1762.41,0,4,0,0,0,2,0,0,0,1,2619.7,3,139.03,0,0,0,0,1,886.88,0,0,1,9987.68001,0,0,0,0,0,1,118389.85,0,0,25,0,5,109,46,707,0,1,,B5,R
3,1,12407.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,7,117,53,660,0,1,,B4,U
6.3,1,276.7,6,2069.75,0,6,1,0,0,4,1,0,0,1,0,3,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,626,0,1,,B2,S
22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,715,0,0,,B4,R
3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,694,0,1,,B2,U
21.1,1,3434.89,1,517.92,0,4,1,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,,0,0,1,17323.65631,1,0,0,,,,0,54,0,5.5,115,74,660,0,1,,B14,S
1.3,1,841.29,4,4443.56,0,7,0,0,0,,0,0,0,1,5256.57,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,59,1,5.5,122,48,636,0,1,,B15,U
4.3,1,888.02,3,15530.02,0,28,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,829.24,0,0,11,1,8,79,49,644,0,1,,B2,S
0.3,1,314.07,3,905.72,0,1,0,0,0,,1,0,0,1,1716.15,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,36,1,7.5,107,61,713,0,1,,B18,U
1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173.16,0,0,82,1,10,115,71,733,1,0,,B1,R
2.7,1,663.23,2,1219.38,0,11,0,0,0,0,0,0,0,1,1427.21,1,15.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29.31,0,0,,,,,,623,0,1,,B2,R
2.1,1,14.35,1,191.5,0,0,0,0,0,0,0,0,0,1,299.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,10,127,38,650,0,1,,B2,U
8,1,283.64,9,5182.12,0,26,0,0,0,0,1,1,3610.14,1,1831.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3.5,116,42,657,0,1,,B1,S
0.5,0,0,0,0,0,0,0,0,0,0,0,1,667.56,1,160.06,1,43.01,0,0,0,0,0,0,0,0,1,9882.986216,0,0,0,0,0,1,18165.86,4,0,60,1,7.5,127,20,628,0,1,,B2,S
3.1,1,940.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,589,0,1,,B2,U
5.3,1,1343.08,3,1656.51,0,3,0,0,0,0,4,1,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,718,0,1,,B9,U
4,1,761.75,2,1236.4,0,10,1,0,0,0,4,1,3796.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1194.76,0,1,36,1,9,100,61,646,0,1,,B3,U
0.9,1,1148.96,2,2624.96,0,3,0,0,0,,2,1,10242.37,1,3080.37,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,,,,,,730,0,1,,B14,U
3,1,2373.46,2,3916.89,0,5,0,0,0,0,0,0,0,1,4537.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,321123.89,1,296087.16,1,0,10,1,8.5,87,65,676,0,1,,B2,U
2.8,1,3727.82,1,764.55,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,13,100,63,677,0,1,,B5,U
0.7,1,17.73,2,609.64,0,0,0,0,0,0,2,1,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,8.5,95,26,624,0,1,,B6,S
4.4,1,473.6,4,1342.49,0,5,0,0,0,0,1,1,4919.2,1,1672.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209.26,0,0,55,0,4,133,37,701,0,1,,B1,U
1.1,0,0,0,0,0,0,0,0,0,0,0,1,17243.69,0,0,0,0,1,4600,0,0,0,0,0,0,0,0,1,12539.53419,1,0,0,1,0,1,0,8,0,6.5,90,28,638,0,1,,B2,U
2.8,1,949.99,2,663.85,0,2,1,0,0,,0,0,0,1,321.43,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,7,0,3,92,42,745,0,1,,B18,S
14,1,154.64,2,818.67,0,4,0,0,0,0,4,1,1438.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12287.03,0,0,66,1,7.5,122,43,667,0,1,,B4,R
14.8,1,1004.35,3,2835.47,0,9,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.57,0,0,51,1,9,123,51,646,0,1,,B4,S
4.5,1,643.12,2,1565.93,0,18,0,0,0,0,5,1,5864.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,5,106,38,630,0,1,,B7,R
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,67200,0,0,0,0,0,0,0,0,1,15150.7984,0,0,0,1,185.27,0,0,16,0,6.5,93,36,621,1,1,,B3,S
11.7,1,231.22,2,670.85,0,0,1,0,0,,1,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,25,1,12,84,54,685,0,1,,B14,U
20.4,0,0,0,0,0,0,0,0,0,0,0,1,3662.22,1,5716.56,2,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3266.95,0,0,,,,,,627,0,1,,B4,U
12.9,1,7273.37,3,9591.96,0,19,0,0,0,0,14,1,268800.71,1,16409.74,17,2546.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,43,1,14.5,117,63,701,0,1,,B4,U
6,1,5713.51,4,7165.35,0,9,0,0,0,0,3,1,3990.21,1,5903.16,0,0,0,0,0,0,1,30233.97,0,0,0,0,0,0,0,0,0,1,47706.22,0,0,50,0,4,131,41,633,0,1,,B4,S
4.2,1,1705.94,2,1372.02,0,12,1,0,0,0,4,1,6436.97,0,0,0,0,1,13500,0,0,0,0,0,0,0,0,1,15207.50623,0,0,0,0,0,0,1,21,0,5,97,22,622,0,1,,B4,U
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15009.18773,1,0,0,1,95.32,1,0,,,,,,713,0,1,,B16,R
0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,2.5,125,65,774,0,0,,B5,U
2.4,1,1129.98,6,2301.65,0,7,1,0,0,4,0,1,3029.05,1,3100.69,28,631.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,5,119,50,664,0,1,,B1,S
8.8,1,2532.25,5,6868.21,0,22,1,0,0,4,2,1,753.96,1,1355.01,13,880.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,440.66,0,1,58,1,7.5,110,42,631,0,1,,B4,R
0.3,1,656.07,3,500.45,0,1,1,1,5.05,0,1,1,196.75,1,463.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6.5,101,49,626,0,1,,B4,R
5.8,1,15.91,2,1026.08,0,0,0,0,0,0,0,1,9.41,1,1309.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,11.5,95,48,634,0,1,,B12,S
15.8,1,1018.99,2,821.03,0,2,1,0,0,0,0,1,1041.86,0,0,0,0,1,32000,0,0,0,0,0,0,0,0,1,15612.31986,0,0,0,0,0,0,1,41,0,4,117,56,613,0,1,,B4,S
0.8,1,11.96,1,1693.55,0,1,1,0,0,1,0,1,30.85,1,373.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,647,0,1,,B4,U
0.7,0,0,0,0,0,0,0,0,0,0,0,1,9791.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.7,0,0,27,1,12,97,57,717,0,1,,B3,S
35,0,0,0,0,0,0,0,0,0,0,0,1,26490.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,9,94,43,712,0,1,,B4,U
6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13097.62,0,0,0,0,1,14999.59594,0,1,253880.32,1,262686.34,2,0,35,1,10.5,101,35,668,0,1,,B16,R
,0,0,0,0,0,0,0,0,0,0,0,1,942.23,1,971.03,0,0,0,0,1,13566.17,1,11.91,0,0,0,0,1,14735.95148,0,0,0,1,906.58,0,0,45,0,4,131,51,655,0,1,,B8,S
11.8,1,291.17,2,877.8,0,3,0,0,0,0,3,1,5767.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,13,92,55,710,0,1,,B1,S
2.4,1,275.51,4,6895.89,0,10,1,0,0,0,2,1,2768.38,1,487.95,5,288.2,0,0,0,0,1,5732.54,0,0,0,0,0,0,0,1,145149.68,1,151544.81,0,0,40,1,7.5,120,44,662,0,1,,B2,U
8.3,1,319.23,2,1323.02,0,1,1,1,34.72,,2,1,1.49,1,243.38,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,29,0,4.5,106,,,0,1,,B14,U
0.8,1,12.18,1,32.23,0,0,0,0,0,0,0,0,0,1,17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,6,93,35,626,0,1,,B3,S
2.7,1,862.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,99,33,679,0,1,,B7,U
5.7,1,4368.9,5,7314.27,0,18,0,1,16.99,3,0,1,7.64,1,7542.76,4,205.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,1,10.5,120,65,650,0,1,,B7,U
11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14969.41993,0,1,483743.69,1,430572.06,0,0,,1,,,,669,0,0,,B2,S
9.2,1,4466.45,2,2222.51,0,6,1,0,0,,0,0,0,1,378.68,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,23,1,10.5,89,35,655,0,1,,B15,U
1.6,1,1923.41,2,2228.02,0,4,1,0,0,1,2,1,379.27,1,58.62,2,172.18,1,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,11.5,115,47,685,0,1,,B5,S
2.8,1,91.03,2,207.48,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,3.5,135,22,540,0,1,,B4,R
5.6,1,825.55,2,5626.45,0,6,0,0,0,0,0,0,0,1,1917.98,0,0,0,0,0,0,0,0,0,0,1,9777.624707,0,0,0,0,0,1,25215.58,0,0,135,1,9.5,160,55,708,0,1,,B6,S
1.9,1,7542.19,3,3129.73,1,4,0,0,0,0,4,1,2780.57,1,2366.71,1,19.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,43,1,9,118,55,628,0,1,,B16,R
2.4,1,46.2,3,519.44,0,5,0,1,5.71,2,5,1,0.74,1,59.54,1,12.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,10.5,95,60,679,0,1,,B7,S
4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14940.09825,0,0,0,0,0,0,0,49,0,4.5,115,68,705,0,0,,B7,U
0.5,1,1529.51,1,479.64,0,2,0,0,0,0,0,1,9641.91,1,234.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93.4,0,0,93,0,3,151,25,666,0,1,,B4,U
3.7,1,15248.43,1,1566.06,0,0,0,0,0,,1,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,,,0,69,1,6,136,46,621,0,1,,B15,S
1.9,1,1167.47,2,1290.07,0,1,0,0,0,0,2,1,3785.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,371.59,0,0,,,,,,595,0,1,,B13,S
,1,4001.75,1,2008.21,0,6,1,0,0,0,0,1,1897.29,1,416.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,542.48,0,0,53,1,8,131,41,721,0,1,,B4,R
28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15028.58156,0,0,0,1,0,1,0,15,0,1.5,94,43,713,0,0,,B4,S
